아승기,,,,NR,*,F,아승기,*,*,*,*,*
아오,,,,NR,*,F,아오,*,*,*,*,*
아옵,,,,NR,*,T,아옵,*,*,*,*,*
아웁,,,,NR,*,T,아웁,*,*,*,*,*
아은,,,,NR,*,T,아은,*,*,*,*,*
아읍,,,,NR,*,T,아읍,*,*,*,*,*
아헌,,,,NR,*,T,아헌,*,*,*,*,*
아호,,,,NR,*,F,아호,*,*,*,*,*
아홉,,,,NR,*,T,아홉,*,*,*,*,*
아홉째,,,,NR,*,F,아홉째,*,*,*,*,*
아홉차,,,,NR,*,F,아홉차,*,*,*,*,*
아홉차히,,,,NR,*,F,아홉차히,*,*,*,*,*
아후,,,,NR,*,F,아후,*,*,*,*,*
아훈,,,,NR,*,T,아훈,*,*,*,*,*
아훕,,,,NR,*,T,아훕,*,*,*,*,*
아흔,,,,NR,*,T,아흔,*,*,*,*,*
아흡,,,,NR,*,T,아흡,*,*,*,*,*
애,,,,NR,*,F,애,*,*,*,*,*
야닥,,,,NR,*,T,야닥,*,*,*,*,*
야달,,,,NR,*,T,야달,*,*,*,*,*
야답,,,,NR,*,T,야답,*,*,*,*,*
야덜,,,,NR,*,T,야덜,*,*,*,*,*
야덟,,,,NR,*,T,야덟,*,*,*,*,*
야든,,,,NR,*,T,야든,*,*,*,*,*
야들,,,,NR,*,T,야들,*,*,*,*,*
야듧,,,,NR,*,T,야듧,*,*,*,*,*
야뜨,,,,NR,*,F,야뜨,*,*,*,*,*
야뜬,,,,NR,*,T,야뜬,*,*,*,*,*
야뜰,,,,NR,*,T,야뜰,*,*,*,*,*
야뜳,,,,NR,*,T,야뜳,*,*,*,*,*
야섯,,,,NR,*,T,야섯,*,*,*,*,*
야스,,,,NR,*,F,야스,*,*,*,*,*
얄,,,,NR,*,T,얄,*,*,*,*,*
양,,,,NR,*,T,양,*,*,*,*,*
얘신,,,,NR,*,T,얘신,*,*,*,*,*
억,,,,NR,*,T,억,*,*,*,*,*
억조,,,,NR,*,F,억조,*,*,*,*,*
에닐곱,,,,NR,*,T,에닐곱,*,*,*,*,*
에순,,,,NR,*,T,에순,*,*,*,*,*
에신,,,,NR,*,T,에신,*,*,*,*,*
여,,,,NR,*,F,여,*,*,*,*,*
여나무,,,,NR,*,F,여나무,*,*,*,*,*
여나문,,,,NR,*,T,여나문,*,*,*,*,*
여나뭇,,,,NR,*,T,여나뭇,*,*,*,*,*
여나므,,,,NR,*,F,여나므,*,*,*,*,*
여남,,,,NR,*,T,여남,*,*,*,*,*
여남은,,,,NR,*,T,여남은,*,*,*,*,*
여닐곱,,,,NR,*,T,여닐곱,*,*,*,*,*
여닐굽,,,,NR,*,T,여닐굽,*,*,*,*,*
여남째,,,,NR,*,F,여남째,*,*,*,*,*
여남은째,,,,NR,*,F,여남은째,*,*,*,*,*
여달,,,,NR,*,T,여달,*,*,*,*,*
여답,,,,NR,*,T,여답,*,*,*,*,*
여던,,,,NR,*,T,여던,*,*,*,*,*
여덟,,,,NR,*,T,여덟,*,*,*,*,*
여덟아홉,,,,NR,*,T,여덟아홉,*,*,*,*,*
여덟째,,,,NR,*,F,여덟째,*,*,*,*,*
여덥,,,,NR,*,T,여덥,*,*,*,*,*
여덧,,,,NR,*,T,여덧,*,*,*,*,*
여드,,,,NR,*,F,여드,*,*,*,*,*
여드남은,,,,NR,*,T,여드남은,*,*,*,*,*
여든,,,,NR,*,T,여든,*,*,*,*,*
여듧,,,,NR,*,T,여듧,*,*,*,*,*
여듧차,,,,NR,*,F,여듧차,*,*,*,*,*
여듧차히,,,,NR,*,F,여듧차히,*,*,*,*,*
여떨,,,,NR,*,T,여떨,*,*,*,*,*
여라문,,,,NR,*,T,여라문,*,*,*,*,*
여람,,,,NR,*,T,여람,*,*,*,*,*
여삿,,,,NR,*,T,여삿,*,*,*,*,*
여서,,,,NR,*,F,여서,*,*,*,*,*
여섭,,,,NR,*,T,여섭,*,*,*,*,*
여섯,,,,NR,*,T,여섯,*,*,*,*,*
여섯째,,,,NR,*,F,여섯째,*,*,*,*,*
여섯체,,,,NR,*,F,여섯체,*,*,*,*,*
여셋,,,,NR,*,T,여셋,*,*,*,*,*
여순,,,,NR,*,T,여순,*,*,*,*,*
여쉰,,,,NR,*,T,여쉰,*,*,*,*,*
여슨,,,,NR,*,T,여슨,*,*,*,*,*
여슬,,,,NR,*,T,여슬,*,*,*,*,*
여슷,,,,NR,*,T,여슷,*,*,*,*,*
여슷차,,,,NR,*,F,여슷차,*,*,*,*,*
여슷차히,,,,NR,*,F,여슷차히,*,*,*,*,*
여신,,,,NR,*,T,여신,*,*,*,*,*
여싯,,,,NR,*,T,여싯,*,*,*,*,*
여썻,,,,NR,*,T,여썻,*,*,*,*,*
여쑤,,,,NR,*,F,여쑤,*,*,*,*,*
여쓰,,,,NR,*,F,여쓰,*,*,*,*,*
여어,,,,NR,*,F,여어,*,*,*,*,*
여털,,,,NR,*,T,여털,*,*,*,*,*
엳아홉,,,,NR,*,T,엳아홉,*,*,*,*,*
엳아홉째,,,,NR,*,F,엳아홉째,*,*,*,*,*
열,,,,NR,*,T,열,*,*,*,*,*
열나무,,,,NR,*,F,열나무,*,*,*,*,*
열댓,,,,NR,*,T,열댓,*,*,*,*,*
열아문,,,,NR,*,T,열아문,*,*,*,*,*
열째,,,,NR,*,F,열째,*,*,*,*,*
열차,,,,NR,*,F,열차,*,*,*,*,*
열차히,,,,NR,*,F,열차히,*,*,*,*,*
열두째,,,,NR,*,F,열두째,*,*,*,*,*
열둘째,,,,NR,*,F,열둘째,*,*,*,*,*
열둘차,,,,NR,*,F,열둘차,*,*,*,*,*
열둘차히,,,,NR,*,F,열둘차히,*,*,*,*,*
열한째,,,,NR,*,F,열한째,*,*,*,*,*
엻,,,,NR,*,T,엻,*,*,*,*,*
엿스,,,,NR,*,F,엿스,*,*,*,*,*
예닐곱,,,,NR,*,T,예닐곱,*,*,*,*,*
예닐굽,,,,NR,*,T,예닐굽,*,*,*,*,*
예슬곱,,,,NR,*,T,예슬곱,*,*,*,*,*
예일곱,,,,NR,*,T,예일곱,*,*,*,*,*
예닐곱째,,,,NR,*,F,예닐곱째,*,*,*,*,*
예레,,,,NR,*,F,예레,*,*,*,*,*
예수남은,,,,NR,*,T,예수남은,*,*,*,*,*
예수나문,,,,NR,*,T,예수나문,*,*,*,*,*
예순,,,,NR,*,T,예순,*,*,*,*,*
예쉬남은,,,,NR,*,T,예쉬남은,*,*,*,*,*
예쉰,,,,NR,*,T,예쉰,*,*,*,*,*
예슨,,,,NR,*,T,예슨,*,*,*,*,*
예신,,,,NR,*,T,예신,*,*,*,*,*
예실곱,,,,NR,*,T,예실곱,*,*,*,*,*
오,,,,NR,*,F,오,*,*,*,*,*
오십,,,,NR,*,T,오십,*,*,*,*,*
옥상,,,,NR,*,T,옥상,*,*,*,*,*
온,,,,NR,*,T,온,*,*,*,*,*
외순,,,,NR,*,T,외순,*,*,*,*,*
요나문,,,,NR,*,T,요나문,*,*,*,*,*
요답,,,,NR,*,T,요답,*,*,*,*,*
요드남은,,,,NR,*,T,요드남은,*,*,*,*,*
요든,,,,NR,*,T,요든,*,*,*,*,*
요섯,,,,NR,*,T,요섯,*,*,*,*,*
요슷,,,,NR,*,T,요슷,*,*,*,*,*
웨신,,,,NR,*,T,웨신,*,*,*,*,*
위순,,,,NR,*,T,위순,*,*,*,*,*
위신,,,,NR,*,T,위신,*,*,*,*,*
육,,,,NR,*,T,육,*,*,*,*,*
육덕,,,,NR,*,T,육덕,*,*,*,*,*
육십,,,,NR,*,T,육십,*,*,*,*,*
이,,,,NR,*,F,이,*,*,*,*,*
이순,,,,NR,*,T,이순,*,*,*,*,*
이신,,,,NR,*,T,이신,*,*,*,*,*
이십,,,,NR,*,T,이십,*,*,*,*,*
이외순,,,,NR,*,T,이외순,*,*,*,*,*
이흔,,,,NR,*,T,이흔,*,*,*,*,*
일,,,,NR,*,T,일,*,*,*,*,*
일여덜,,,,NR,*,T,일여덜,*,*,*,*,*
일여덟,,,,NR,*,T,일여덟,*,*,*,*,*
일고,,,,NR,*,F,일고,*,*,*,*,*
일고여덟,,,,NR,*,T,일고여덟,*,*,*,*,*
일고여덥,,,,NR,*,T,일고여덥,*,*,*,*,*
일고요덥,,,,NR,*,T,일고요덥,*,*,*,*,*
일고여덟째,,,,NR,*,F,일고여덟째,*,*,*,*,*
일곰,,,,NR,*,T,일곰,*,*,*,*,*
일곱,,,,NR,*,T,일곱,*,*,*,*,*
일곱야달,,,,NR,*,T,일곱야달,*,*,*,*,*
